,시간,내용,송출지역
0,2020/07/08 13:30:09,"[전남도청] 7.1~7.2일까지 광주고시학원(동구 예술길 31-16(5층))에서 강의를 받으신 분은 외출 자제하고 가까운 보건소에 신고 후 검사 받으시기 바랍니다

",전라남도 전체
1,2020/07/08 13:41:25,"[순천시청] 2020.7.1.~7.2. 광주고시학원(동구 대의동) 공인중개사, 손해평가사 과정 참석자는 반드시 보건소(749-6680)로 연락바랍니다.

",전라남도 순천시
2,2020/07/08 13:45:16,"[강진군청] 7.1.~7.2. 광주고시학원(동구) '손해평가사 야간반' 참석자는 전원 자가격리 대상자이므로 강진군 보건소(061-430-3592)로 연락바랍니다.

",전라남도 강진군
3,2020/07/08 13:51:36,"[구례군청] 최근 광주 등 타 지역에서 코로나19가 지속발생하고 있으므로 군민들께서는 타지역 방문을 자제하여 주시고 마스크착용, 손씻기등 개인방역을 준수바랍니다.

",전라남도 구례군
4,2020/07/08 13:57:02,"[순창군청] 광주 확진자 관련 7.4(토) 13:40~14:10 강천산휴게소(광주방향) 방문한 곳은 소독완료하였습니다.

",전라북도 순창군
5,2020/07/08 13:58:43,"[예천군청] 공적마스크 공급이 7월 11일 종료되고 7월 12일부터 정해진 가격 없이 구매수량 제한 없이 시장공급 체제로 전환됩니다.

",경상북도 예천군
6,2020/07/08 13:59:52,"[순창군청] 강천산휴게소(광주방향) 내 CCTV 확인결과 확진자와 접촉자가 없었음을 알려드리며, 방문자는 보건의료원에 상담바랍니다.

",전라북도 순창군
7,2020/07/08 14:00:03,"[울산광역시] 코로나19 예방을 위해 매주 수요일 오후 5시 「울산 시민 방역의 날」 운영. 내 주변, 생활공간부터 소독하여 생활 속 방역을 실천 바랍니다.

",울산광역시 전체
8,2020/07/08 14:08:23,"[화순군청]화순군민 중 7월1일~7월2일 광주고시학원 공인중개사·손해평가사 과정을 수강하신 분은 하니움문화스포츠센터 제2주차장(드라이브스루)에서 진단검사바랍니다.

",전라남도 화순군
9,2020/07/08 14:12:40,"[여수시청]전남 사회적거리두기 2단계 격상으로 타지역 방문자제/휴가철 관광지 방문 시(해수욕장 등) 마스크 착용/종교시설 정규예배 외 대면모임을 금지바랍니다.

",전라남도 여수시
10,2020/07/08 14:18:24,"[강진군청](정정)7.1.~2. 광주고시학원(동구) 공인중개사 및 손해평가사 참석자는 외출하지 마시고 강진군 보건소(061-430-3592)로 즉시 연락바랍니다.

",전라남도 강진군
11,2020/07/08 14:23:27,"[해남군청]해남군에 확진자가 발생했다는 소문은 허위사실입니다. 다만 타지역의 확진자와 접촉자가 다수 발생하고 있으니 방문과 외출 자제 및 마스크 착용 바랍니다.

",전라남도 해남군
12,2020/07/08 14:24:18,"[담양군청]광주 104번확진자 6.29~7.1,3(09:30~20:30), 116번 7. 2(10:00~17:00) T-월드 오치점방문자는 관할보건소 상담바랍니다

",전라남도 담양군
13,2020/07/08 14:36:20,"[완도군청] 7. 1 ~ 7. 2일 광주고시학원 공인중개사, 손해평가사 과정을 수강하신 군민께서는 보건의료원(061-550-6767)으로 상담하여 주시기바랍니다.

",전라남도 완도군
14,2020/07/08 14:39:25,"[창녕군청]코로나19 창녕10,11번확진자발생(외국인/해외입국자) 7.6(월) 입국 후 자가격리중 7.8(수) 확진.관내접촉자 및 이동동선없음.격리지 방역완료

",경상남도 창녕군
15,2020/07/08 14:40:00,"[장흥군청]7.1.~2. 광주고시학원(동구 예술길 31-16,5층) 방문자는 장흥군보건소(061-860-6481)로 연락바라고, 언제나 마스크 착용 부탁드립니다.

",전라남도 장흥군
16,2020/07/08 14:40:06,"[전남도청] 광주고시학원(동구 예술길 31-16) 5층→4층으로 정정합니다. 7.1.~7.2일 강의 받으신 분은 가까운 보건소에 신고 후 검사 받으시기 바랍니다.

",전라남도 전체
17,2020/07/08 14:42:30,"[중랑구청] 7.8.(수) 44번 확진자 발생(해외입국자,면목3·8동). 입원 및 거주지 방역소독 완료. 자가격리 중 확진자로 이동동선 없습니다. 홈페이지 참고.

",서울특별시 중랑구
18,2020/07/08 14:52:29,"[광주광역시]오늘 추가확진자 관련 124, 125, 127, 128번 확진자 감염경로를 117번 접촉자(고시학원)에서 117번 접촉자(광주고시학원)으로 정정합니다

",광주광역시 전체
19,2020/07/08 14:53:42,"[장흥군청] 7.1.~.2. 광주고시학원(동구 예술길 31-16, 5층→4층으로 정정) 방문자는 외출을 자제하고, 보건소(061-860-6481)로 연락바랍니다

",전라남도 장흥군
20,2020/07/08 14:58:25,"[담양군청] 광주 129번확진자 관련 7.6(월) 08:55~15:50 삼성화재(치평점), 15:55~18:00 구피샵(신창동) 방문자는 관할보건소로 상담바랍니다

",전라남도 담양군
