,시간,내용,송출지역
0,2020/08/26 17:56:05,"[여수시청]8.25.09:00~22:00 롯데마트여천점 관련 코로나19 검사결과 133명 전원 음성/타지역방문 및 외출자제, 마스크착용 등 방역수칙 준수바랍니다.

",전라남도 여수시
1,2020/08/26 17:57:43,"[구로구청]26~27일 태풍 바비 북상으로 인한 강풍피해가 예상되오니 안전 유의바랍니다 ▲도림천,목감천 출입통제 ▲외출자제 ▲창문 및 낙하물주의 ▲쓰레기 배출자제

",서울특별시 구로구
2,2020/08/26 17:58:26,"[진도군청]오늘 진도군 산사태 발생 위험이 높음. 산림 및 발생 우려지역 주민과 방문객은 입산 금지 및 산에서 떨어진 안전한 곳으로 대피해 주시기 바랍니다.

",전라남도 진도군
3,2020/08/26 17:58:54,"[은평구청]태풍 '바비' 북상으로 인해 8.27(목) 은평구 선별진료소 운영을 일시 중단하오니 검사가능 병원(은평성모,청구성심,서북)에 사전문의 후 방문바랍니다.

",서울특별시 은평구
4,2020/08/26 17:59:07,"[부평구청]확진환자 4명 발생(부평2동 1명/부평5동 1명/산곡2동 1명/부개3동 1명). 방역 및 역학조사중. blog.naver.com/withbupyeong

",인천광역시 부평구
5,2020/08/26 18:00:11,"[아산시청] 태풍 바비 북상으로 강한 비바람 예상됨. 공사장, 축대, 옹벽, 담장 등 위험지역 접근금지, 불필요한 외출금지, 차량운행 자제 등 안전에 주의바람.

",충청남도 아산시
6,2020/08/26 18:00:20,"[파주시청]오늘21시~내일아침 태풍'바비'영향권예보.최대23m/s이상 강풍예상.공사장관리철저,간판,외부적재물,타워크레인등 태풍피해가 발생하지 않도록 대비바랍니다.

",경기도 파주시
7,2020/08/26 18:00:20,"[인천광역시] 태풍 북상중. 문단속 철저, 위험 지역 접근금지 등 외출 자제하시고 재난방송을 청취하여 안전에 주의하시기 바랍니다.

",인천광역시 전체
8,2020/08/26 18:03:12,"[보령시청] 제8호 태풍 ‘바비’의 강풍으로 8.27.(목) 새벽시간에 국도77호선 원산안면대교의 양방향 통행이 제한될 수 있으니 안전운행에 참고하시기 바랍니다.

",충청남도 보령시
9,,,
10,2020/08/26 18:03:57,"[강남구청] 확진자 3명 발생. 15일 광화문 체류자 276명 검사 완료(음성230, 양성2, 대기44). 미검사자는 검체검사 바랍니다. gangnam.go.kr

",서울특별시 강남구
11,2020/08/26 18:04:06,"[동대문구청] 27일 새벽 태풍 최근접 예상. 간판·유리창 파손과 낙하물주의, 강풍에 날리는 물건은 실내 이동조치하고 외출 자제하여 안전에 유의하시기 바랍니다.

",서울특별시 동대문구
12,2020/08/26 18:04:23,"[대전 동구청] 태풍 '바비'로 강풍이 예상되니 외출자제, 낙하물주의, 시설물 안전관리, 정전대비, 창문고정, 위험지역 접근금지 바랍니다.

",대전광역시 동구
13,2020/08/26 18:05:47,"[광주광역시]오늘 확진자 2명 발생했습니다. 292번은 광산구 수완동, 293번은 광산구 우산동 거주자로 동선은 조사중입니다 https://c11.kr/hh63

",광주광역시 전체
