,시간,내용,송출지역
0,2020/09/07 08:33:36,"[순천시청] 제10호 태풍 ""하이선""으로 오늘 보건소 선별진료소는 임시 중단합니다.
상황 호전시 다시 운영할 예정이며 안내문자 드리겠습니다.

",전라남도 순천시
1,2020/09/07 08:33:55,"[양산시청]충렬로 소토한우 부근 통제, 중부동 이편한 2차 ~ 이마트 방면 강변도로 침수 통제, 어곡 삼성공단~ 화룡마을 전면통제 우회도로를 이용하시기 바랍니다.

",경상남도 양산시
2,2020/09/07 08:34:15,"[고성군청] ①08시30분부로 미시령 옛길 통제, ②화진포해변~초도항~대진3리회센터 해안도로 주차된 차량은 빠른 시일내에 이동주차 바랍니다.

",강원도 고성군
3,2020/09/07 08:35:53,"[청양군청] 태풍 하이선으로 강한 비바람 예상됨에 따라 공사장,축대,옹벽,담장 등 위험지역 접근금지, 불필요한 외출금지, 차량운행 자제 등 안전에 주의 바랍니다.

",충청남도 청양군
4,2020/09/07 08:36:26,"[오산시청]태풍 하이선의 북상으로 인해 강풍과 많은 비가 예상됩니다. 급경사지 및 저지대 침수 위험지역 주민은 기상정보를 확인하시고 안전에 유의하시기 바랍니다.

",경기도 오산시
5,2020/09/07 08:36:42,"[양산시청]도로침수로 양산시 시내 마을버스 전노선 운행중단하였음을 알려드립니다.

",경상남도 양산시
6,2020/09/07 08:37:31,"[수영구청]태풍 ‘하이선’ 영향으로 수영강변산책로, 수영로타리 일원이 침수가 진행중이오니 통행을 자제해주시고 안전에 최선을 다해 주시기 바랍니다.

",부산광역시 수영구
7,2020/09/07 08:37:59,"[울주군청] 태풍으로 울주군 일부 지역 정전 발생, 한전에서 빠른 시일 내 복구작업을 완료하도록 최선을 다하기로 하였으니 양해바랍니다.(한전콜센터123)

",울산광역시 울주군
8,2020/09/07 08:39:41,"[경주시청] 태풍 하이선으로 인하여 산내면 대현1리(범골) 일대가 범람 우려가 있으니 주변 주민들은 신속히 대피하여 주시기 바랍니다.

",경상북도 경주시
9,2020/09/07 08:40:10,"[파주시청]코로나19확진자 1명 발생(운정3동).동선조사 후 vo.la/sStRC 공개예정.코로나19 감염 확산을 막기 위해 강화된 방역수칙 반드시 준수바랍니다.

",경기도 파주시
10,2020/09/07 08:40:14,"[김해시청] 도로차단 안내(08시20분부터)
1.삼계동 감분마을~한림면 안곡마을(꼭지공단 일원 도로)
2.상동면 상동파출소~상동IC
3.상동면 봉암마을 진입도로

",경상남도 김해시
11,2020/09/07 08:41:23,"[영주시청]태풍'하이선'북상으로 관내 태풍경보 발효중. 강한비바람이 예상되오니 외출자제하여주시고, 산사태 및 침수 위험지역은 피해우려시 사전대피하시기 바랍니다.

",경상북도 영주시
12,2020/09/07 08:41:43,"[당진시청] 태풍으로 강한 비바람 예보되오니 빗길 운전주의, 물꼬 점검 등 불필요한 점검 및 외출자제 바라며 해안가 위험지역 접근금지 등 안전에 유의바랍니다

",충청남도 당진시
13,2020/09/07 08:42:01,"[연제구청] 온천천 범람 위험이 있으니 온천천 인근 주민께서는 안전에 유의하시기 바랍니다.

",부산광역시 연제구
